#|num|weight|mean|covariance matrix|
|0|1379.56688858|7.08601508904 -26.438870922 0.493256372585|49.6333586236 -10.4925627103 14.7398136827 -10.4925627103 53.6917491264 0.745356986171 14.7398136827 0.745356986171 45.6358211382|
|1|949.223406464|37.6073861356 4.11623504209 6.8694665353|100.203262509 10.5559941081 -3.47821298893 10.5559941081 41.2273410859 4.65386617018 -3.47821298893 4.65386617018 43.1330814138|
|2|2687.40958457|12.8871798976 1.61633799711 17.1106688085|53.0809805581 -3.66914578044 -15.9044364437 -3.66914578044 22.0351210625 14.9481368958 -15.9044364437 14.9481368958 34.6996072804|
|3|1170.74403067|12.9350788333 -24.6957708476 -2.06359795841|67.7090548365 0.0984244872947 0.235065332347 0.0984244872947 71.157330064 -1.68124669147 0.235065332347 -1.68124669147 44.0726846268|
|4|951.499070683|33.927765722 1.91812347774 7.29986415754|107.736579142 20.5949576126 9.95035026928 20.5949576126 41.2855435246 12.2300832186 9.95035026928 12.2300832186 43.3430953011|
|5|2423.03756246|14.2431529213 -9.77593112198 -7.22604550594|61.9863041417 20.4372243188 -13.4030493188 20.4372243188 64.9857878224 1.04207690882 -13.4030493188 1.04207690882 41.7567441901|
|6|2974.90774726|28.2464376034 -30.0017524853 -4.68419964474|53.3364077602 -6.64181155281 -1.52622156404 -6.64181155281 41.2298909443 -3.63926183447 -1.52622156404 -3.63926183447 18.2398201117|
|7|3438.14897498|55.2329880457 4.98814494153 2.80640786046|46.4041743045 -0.954274774378 2.48758659847 -0.954274774378 34.4628280466 0.966956773901 2.48758659847 0.966956773901 26.3829337686|
|8|692.921370642|15.6843326182 -17.8870817675 -3.32569040067|55.9492207222 11.6220572219 -5.78294039449 11.6220572219 101.234626654 -14.4935025709 -5.78294039449 -14.4935025709 49.1442162683|
|9|1803.13523704|21.5040941297 -27.2601571928 1.44329495106|51.8817049051 -1.98063401066 -19.8954093173 -1.98063401066 61.1394909886 -1.09296236813 -19.8954093173 -1.09296236813 33.8854329311|
|10|1889.50923713|40.1007128592 4.53891525123 7.74742029843|98.3971136004 8.79320184773 -11.6645317842 8.79320184773 40.5366391 4.77268002945 -11.6645317842 4.77268002945 41.1555546619|
|11|3231.9391835|3.82055854809 -15.0756571943 -1.125504494|39.298011234 32.7147148734 11.734949169 32.7147148734 73.7477080166 19.054216069 11.734949169 19.054216069 42.1609409093|
|12|2107.7359851|36.7875235464 4.5997876086 8.28727412899|95.6031080935 2.8063056265 -11.0710673527 2.8063056265 41.1502136204 5.75859557584 -11.0710673527 5.75859557584 41.326376213|
|13|3278.27139619|12.2921856049 -35.4620993457 0.219710500398|35.5202484841 -1.24728139663 2.81437792328 -1.24728139663 34.4349711345 -4.18128654232 2.81437792328 -4.18128654232 48.2946059613|
|14|1369.80981261|22.7066679367 -0.713431538802 -2.48722270769|49.3136900606 19.7578853151 7.74887628995 19.7578853151 71.8565318918 23.7818245135 7.74887628995 23.7818245135 62.8721973758|
|15|2480.66130272|21.0945943002 -5.12090237508 -7.51306812502|42.1842349156 13.9070329751 3.35135291976 13.9070329751 65.2513187803 14.3813744853 3.35135291976 14.3813744853 42.4436655892|
|16|2694.56813605|26.3878189146 9.4474676097 4.88681021327|33.34802934 -0.658061049218 -13.5111866446 -0.658061049218 29.3855077625 -2.1800747795 -13.5111866446 -2.1800747795 62.6630391344|
|17|952.688949872|16.8131970493 -5.74870143874 -2.52846067292|77.680122406 44.1304771361 3.12565785277 44.1304771361 91.5950754447 12.1315520923 3.12565785277 12.1315520923 50.2057442338|
|18|1175.15636971|8.69425181363 -21.0136881441 -2.00228084544|58.7660564958 7.01290736227 1.71161051418 7.01290736227 70.1372885109 3.23865116888 1.71161051418 3.23865116888 42.6968848121|
|19|3982.73825378|54.7085410883 13.5568347088 12.816640609|147.783268094 2.49277323017 15.4850214614 2.49277323017 11.9225004359 -1.34691932735 15.4850214614 -1.34691932735 33.6262037849|
